operation,latency,throughput,memory_usage,cpu_usage,data_size_bytes
encryption,1.540849 s,0.324496 KB/s,"{'current': '11.222656 KB', 'peak': '22.836914 KB'}",1.000000 %,512
decryption,2.668431 s,0.046844 KB/s,"{'current': '13.040039 KB', 'peak': '27.664062 KB'}",12.100000 %,128
encryption,1.538189 s,0.325058 KB/s,"{'current': '8.710938 KB', 'peak': '17.046875 KB'}",1.000000 %,512
decryption,2.676925 s,0.046695 KB/s,"{'current': '9.081055 KB', 'peak': '23.705078 KB'}",8.600000 %,128
encryption,1.538665 s,0.324957 KB/s,"{'current': '4.609375 KB', 'peak': '16.617188 KB'}",0.000000 %,512
decryption,2.660698 s,0.046980 KB/s,"{'current': '7.297852 KB', 'peak': '21.921875 KB'}",8.600000 %,128
encryption,1.539447 s,0.324792 KB/s,"{'current': '6.429688 KB', 'peak': '16.617188 KB'}",0.000000 %,512
decryption,2.681036 s,0.046624 KB/s,"{'current': '8.438477 KB', 'peak': '23.062500 KB'}",9.100000 %,128
encryption,0.418504 s,0.298683 KB/s,"{'current': '61.610352 KB', 'peak': '66.347656 KB'}",3.200000 %,128
decryption,2.549650 s,0.049026 KB/s,"{'current': '272.095703 KB', 'peak': '274.502930 KB'}",6.000000 %,128
encryption,0.418082 s,0.298985 KB/s,"{'current': '5.828125 KB', 'peak': '18.117188 KB'}",3.300000 %,128
decryption,2.482722 s,0.050348 KB/s,"{'current': '7.348633 KB', 'peak': '18.416992 KB'}",3.100000 %,128
encryption,0.414888 s,0.301286 KB/s,"{'current': '2.898438 KB', 'peak': '15.351562 KB'}",0.000000 %,128
decryption,2.489497 s,0.050211 KB/s,"{'current': '7.075195 KB', 'peak': '17.959961 KB'}",2.500000 %,128
encryption,0.417623 s,0.299313 KB/s,"{'current': '2.648438 KB', 'peak': '15.351562 KB'}",0.000000 %,128
decryption,2.485752 s,0.050287 KB/s,"{'current': '8.010742 KB', 'peak': '17.510742 KB'}",3.700000 %,128
encryption,0.418581 s,0.298628 KB/s,"{'current': '2.757812 KB', 'peak': '15.164062 KB'}",0.000000 %,128
decryption,2.510814 s,0.049785 KB/s,"{'current': '6.625977 KB', 'peak': '17.510742 KB'}",3.000000 %,128
encryption,0.428194 s,0.301046 KB/s,"{'current': '27.790039 KB', 'peak': '32.348633 KB'}",0.000000 %,132
decryption,2.445586 s,0.051112 KB/s,"{'current': '44.110352 KB', 'peak': '55.645508 KB'}",0.000000 %,128
encryption,0.429479 s,0.300145 KB/s,"{'current': '5.235352 KB', 'peak': '15.853516 KB'}",3.100000 %,132
decryption,2.417130 s,0.051714 KB/s,"{'current': '2.692383 KB', 'peak': '14.643555 KB'}",0.000000 %,128
encryption,0.401243 s,0.321267 KB/s,"{'current': '3.360352 KB', 'peak': '13.947266 KB'}",6.900000 %,132
decryption,2.418215 s,0.051691 KB/s,"{'current': '2.375977 KB', 'peak': '14.393555 KB'}",0.000000 %,128
encryption,0.412889 s,0.312206 KB/s,"{'current': '3.165039 KB', 'peak': '14.197266 KB'}",0.000000 %,132
decryption,2.448097 s,0.051060 KB/s,"{'current': '10.504883 KB', 'peak': '22.040039 KB'}",0.000000 %,128
encryption,0.428802 s,0.300620 KB/s,"{'current': '3.633789 KB', 'peak': '14.166016 KB'}",0.000000 %,132
decryption,2.449382 s,0.051033 KB/s,"{'current': '2.485352 KB', 'peak': '14.393555 KB'}",0.000000 %,128
encryption,0.542175 s,0.309806 KB/s,"{'current': '68.105469 KB', 'peak': '73.457031 KB'}",0.000000 %,172
decryption,2.450838 s,0.051003 KB/s,"{'current': '66.922852 KB', 'peak': '72.192383 KB'}",0.600000 %,128
encryption,0.538922 s,0.311676 KB/s,"{'current': '6.613281 KB', 'peak': '17.047852 KB'}",0.000000 %,172
decryption,2.419648 s,0.051660 KB/s,"{'current': '2.540039 KB', 'peak': '13.702148 KB'}",1.900000 %,128
encryption,0.539181 s,0.311526 KB/s,"{'current': '8.128906 KB', 'peak': '15.055664 KB'}",2.600000 %,172
decryption,2.447152 s,0.051080 KB/s,"{'current': '2.223633 KB', 'peak': '13.452148 KB'}",0.000000 %,128
encryption,0.539592 s,0.311288 KB/s,"{'current': '4.491211 KB', 'peak': '15.055664 KB'}",0.000000 %,172
decryption,2.445365 s,0.051117 KB/s,"{'current': '4.371094 KB', 'peak': '13.452148 KB'}",0.600000 %,128
encryption,0.540247 s,0.310911 KB/s,"{'current': '4.457031 KB', 'peak': '15.305664 KB'}",0.000000 %,172
decryption,2.419827 s,0.051657 KB/s,"{'current': '2.333008 KB', 'peak': '13.452148 KB'}",1.900000 %,128
encryption,0.423237 s,0.295343 KB/s,"{'current': '85.171875 KB', 'peak': '90.049805 KB'}",0.000000 %,128
decryption,2.453282 s,0.050952 KB/s,"{'current': '94.710938 KB', 'peak': '97.139648 KB'}",1.200000 %,128
encryption,0.418901 s,0.298400 KB/s,"{'current': '7.259766 KB', 'peak': '18.173828 KB'}",3.200000 %,128
decryption,2.447285 s,0.051077 KB/s,"{'current': '7.938477 KB', 'peak': '13.702148 KB'}",0.000000 %,128
encryption,0.417904 s,0.299112 KB/s,"{'current': '4.947266 KB', 'peak': '15.720703 KB'}",0.000000 %,128
decryption,2.415482 s,0.051749 KB/s,"{'current': '2.622070 KB', 'peak': '13.452148 KB'}",2.500000 %,128
encryption,0.388440 s,0.321800 KB/s,"{'current': '4.697266 KB', 'peak': '15.720703 KB'}",0.000000 %,128
decryption,2.448241 s,0.051057 KB/s,"{'current': '8.944336 KB', 'peak': '13.452148 KB'}",2.500000 %,128
encryption,0.389799 s,0.320678 KB/s,"{'current': '4.947266 KB', 'peak': '15.720703 KB'}",0.000000 %,128
decryption,2.443531 s,0.051155 KB/s,"{'current': '2.622070 KB', 'peak': '13.452148 KB'}",1.300000 %,128
encryption,0.653161 s,0.319958 KB/s,"{'current': '79.453125 KB', 'peak': '85.291992 KB'}",0.000000 %,214
decryption,2.471678 s,0.084552 KB/s,"{'current': '100.391602 KB', 'peak': '102.892578 KB'}",1.900000 %,214
encryption,0.650205 s,0.321413 KB/s,"{'current': '6.511719 KB', 'peak': '17.144531 KB'}",0.000000 %,214
decryption,2.444437 s,0.085494 KB/s,"{'current': '2.889648 KB', 'peak': '13.389648 KB'}",1.200000 %,214
encryption,0.650307 s,0.321363 KB/s,"{'current': '4.535156 KB', 'peak': '15.332031 KB'}",0.000000 %,214
decryption,2.441350 s,0.085602 KB/s,"{'current': '2.706055 KB', 'peak': '13.639648 KB'}",0.600000 %,214
encryption,0.678400 s,0.308055 KB/s,"{'current': '9.427734 KB', 'peak': '15.332031 KB'}",2.100000 %,214
decryption,2.411287 s,0.086669 KB/s,"{'current': '3.385742 KB', 'peak': '13.639648 KB'}",0.000000 %,214
encryption,0.650553 s,0.321241 KB/s,"{'current': '4.535156 KB', 'peak': '15.582031 KB'}",0.000000 %,214
decryption,2.435549 s,0.085806 KB/s,"{'current': '2.706055 KB', 'peak': '13.639648 KB'}",0.000000 %,214
encryption,1.538581 s,0.324975 KB/s,"{'current': '87.265625 KB', 'peak': '96.362305 KB'}",1.000000 %,512
decryption,2.735695 s,0.076392 KB/s,"{'current': '228.970703 KB', 'peak': '232.892578 KB'}",10.100000 %,214
encryption,1.544722 s,0.323683 KB/s,"{'current': '11.714844 KB', 'peak': '23.663086 KB'}",0.000000 %,512
decryption,2.645819 s,0.078987 KB/s,"{'current': '7.780273 KB', 'peak': '22.320312 KB'}",9.800000 %,214
encryption,1.539740 s,0.324730 KB/s,"{'current': '5.039062 KB', 'peak': '17.108398 KB'}",0.000000 %,512
decryption,2.644769 s,0.079018 KB/s,"{'current': '8.711914 KB', 'peak': '23.251953 KB'}",8.100000 %,214
encryption,1.559594 s,0.320596 KB/s,"{'current': '4.609375 KB', 'peak': '16.928711 KB'}",0.000000 %,512
decryption,2.637009 s,0.079251 KB/s,"{'current': '11.131836 KB', 'peak': '25.671875 KB'}",8.700000 %,214
encryption,1.540725 s,0.324522 KB/s,"{'current': '4.609375 KB', 'peak': '16.678711 KB'}",1.000000 %,512
decryption,2.673687 s,0.078163 KB/s,"{'current': '10.663086 KB', 'peak': '25.203125 KB'}",8.600000 %,214
encryption,0.651092 s,0.320975 KB/s,"{'current': '61.624023 KB', 'peak': '66.890625 KB'}",4.300000 %,214
decryption,2.512633 s,0.083173 KB/s,"{'current': '264.086914 KB', 'peak': '266.507812 KB'}",3.000000 %,214
encryption,0.647981 s,0.322516 KB/s,"{'current': '5.857422 KB', 'peak': '18.285156 KB'}",2.200000 %,214
decryption,2.484202 s,0.084125 KB/s,"{'current': '12.936523 KB', 'peak': '19.982422 KB'}",3.100000 %,214
encryption,0.677942 s,0.308263 KB/s,"{'current': '2.927734 KB', 'peak': '15.519531 KB'}",0.000000 %,214
decryption,2.478643 s,0.084314 KB/s,"{'current': '6.819336 KB', 'peak': '18.213867 KB'}",3.700000 %,214
encryption,0.649346 s,0.321838 KB/s,"{'current': '4.039062 KB', 'peak': '15.332031 KB'}",0.000000 %,214
decryption,2.506075 s,0.083391 KB/s,"{'current': '6.819336 KB', 'peak': '17.510742 KB'}",2.400000 %,214
encryption,0.680106 s,0.307282 KB/s,"{'current': '6.599609 KB', 'peak': '15.519531 KB'}",0.000000 %,214
decryption,2.511861 s,0.083199 KB/s,"{'current': '11.999023 KB', 'peak': '19.271484 KB'}",6.700000 %,214
encryption,0.659322 s,0.319931 KB/s,"{'current': '35.247070 KB', 'peak': '41.347656 KB'}",0.000000 %,216
decryption,2.417423 s,0.086449 KB/s,"{'current': '33.139648 KB', 'peak': '46.633789 KB'}",0.600000 %,214
encryption,0.661401 s,0.318925 KB/s,"{'current': '5.786133 KB', 'peak': '17.229492 KB'}",0.000000 %,216
decryption,2.445233 s,0.085466 KB/s,"{'current': '2.776367 KB', 'peak': '17.622070 KB'}",0.600000 %,214
encryption,0.659334 s,0.319925 KB/s,"{'current': '3.606445 KB', 'peak': '15.620117 KB'}",0.000000 %,216
decryption,2.418903 s,0.086396 KB/s,"{'current': '2.678711 KB', 'peak': '17.413086 KB'}",1.300000 %,214
encryption,0.661133 s,0.319054 KB/s,"{'current': '4.991211 KB', 'peak': '15.620117 KB'}",0.000000 %,216
decryption,2.445627 s,0.085452 KB/s,"{'current': '114.783203 KB', 'peak': '129.628906 KB'}",0.000000 %,214
encryption,0.663311 s,0.318007 KB/s,"{'current': '3.770508 KB', 'peak': '15.620117 KB'}",0.000000 %,216
decryption,2.470696 s,0.084585 KB/s,"{'current': '2.592773 KB', 'peak': '17.415039 KB'}",0.000000 %,214
encryption,0.861970 s,0.326287 KB/s,"{'current': '68.032227 KB', 'peak': '74.946289 KB'}",1.700000 %,288
decryption,2.449768 s,0.085308 KB/s,"{'current': '66.900391 KB', 'peak': '72.367188 KB'}",0.600000 %,214
encryption,0.889049 s,0.316349 KB/s,"{'current': '7.042969 KB', 'peak': '17.860352 KB'}",0.000000 %,288
decryption,2.446376 s,0.085426 KB/s,"{'current': '7.627930 KB', 'peak': '13.452148 KB'}",0.000000 %,214
encryption,0.869894 s,0.323315 KB/s,"{'current': '4.679688 KB', 'peak': '15.618164 KB'}",0.000000 %,288
decryption,2.422755 s,0.086259 KB/s,"{'current': '3.583008 KB', 'peak': '13.702148 KB'}",1.900000 %,214
encryption,0.887539 s,0.316887 KB/s,"{'current': '4.679688 KB', 'peak': '15.618164 KB'}",0.000000 %,288
decryption,2.416153 s,0.086495 KB/s,"{'current': '7.627930 KB', 'peak': '13.452148 KB'}",0.600000 %,214
encryption,0.891493 s,0.315482 KB/s,"{'current': '4.679688 KB', 'peak': '15.618164 KB'}",0.000000 %,288
decryption,2.443414 s,0.085530 KB/s,"{'current': '2.307617 KB', 'peak': '13.452148 KB'}",3.100000 %,214
encryption,0.653320 s,0.319880 KB/s,"{'current': '85.270508 KB', 'peak': '90.732422 KB'}",2.200000 %,214
decryption,2.453417 s,0.085181 KB/s,"{'current': '103.791992 KB', 'peak': '106.323242 KB'}",1.900000 %,214
encryption,0.681298 s,0.306744 KB/s,"{'current': '7.812500 KB', 'peak': '18.341797 KB'}",0.000000 %,214
decryption,2.444049 s,0.085507 KB/s,"{'current': '2.866211 KB', 'peak': '13.702148 KB'}",0.000000 %,214
encryption,0.651261 s,0.320892 KB/s,"{'current': '5.468750 KB', 'peak': '15.888672 KB'}",0.000000 %,214
decryption,2.441602 s,0.085593 KB/s,"{'current': '7.752930 KB', 'peak': '13.452148 KB'}",0.000000 %,214
encryption,0.649970 s,0.321529 KB/s,"{'current': '6.744141 KB', 'peak': '15.888672 KB'}",0.000000 %,214
decryption,2.439372 s,0.085671 KB/s,"{'current': '2.706055 KB', 'peak': '13.702148 KB'}",1.200000 %,214
encryption,0.649581 s,0.321722 KB/s,"{'current': '9.085938 KB', 'peak': '16.138672 KB'}",2.200000 %,214
decryption,2.443685 s,0.085520 KB/s,"{'current': '3.338867 KB', 'peak': '13.702148 KB'}",0.600000 %,214
encryption,2.948923 s,0.002318 KB/s,"{'current': '27.086914 KB', 'peak': '209.105469 KB'}",7.800000 %,7
encryption,2.824816 s,0.002420 KB/s,"{'current': '34.764648 KB', 'peak': '211.311523 KB'}",10.300000 %,7
encryption,2.997128 s,0.002281 KB/s,"{'current': '29.577148 KB', 'peak': '211.561523 KB'}",8.700000 %,7
encryption,1.469354 s,0.004652 KB/s,"{'current': '29.147461 KB', 'peak': '307.439453 KB'}",0.000000 %,7
encryption,1.428657 s,0.004785 KB/s,"{'current': '29.155273 KB', 'peak': '307.438477 KB'}",1.100000 %,7
encryption,1.439318 s,0.004749 KB/s,"{'current': '29.514648 KB', 'peak': '307.485352 KB'}",0.000000 %,7
decryption,2.465209 s,0.016242 KB/s,"{'current': '28.279297 KB', 'peak': '48.123047 KB'}",0.600000 %,41
encryption,2.596651 s,0.002633 KB/s,"{'current': '29.397461 KB', 'peak': '308.439453 KB'}",1.200000 %,7
decryption,2.439476 s,0.016413 KB/s,"{'current': '37.099609 KB', 'peak': '57.391602 KB'}",1.200000 %,41
encryption,2.636369 s,0.002593 KB/s,"{'current': '34.702148 KB', 'peak': '308.525391 KB'}",2.300000 %,7
encryption,0.141105 s,0.166099 KB/s,"{'current': '31.331055 KB', 'peak': '308.401367 KB'}",0.000000 %,24
decryption,2.467841 s,0.016224 KB/s,"{'current': '33.033203 KB', 'peak': '54.869141 KB'}",0.600000 %,41
decryption,2.493653 s,0.016056 KB/s,"{'current': '39.529297 KB', 'peak': '61.365234 KB'}",0.600000 %,41
encryption,0.148677 s,0.157640 KB/s,"{'current': '12.950195 KB', 'peak': '302.264648 KB'}",0.000000 %,24
decryption,2.470228 s,0.017395 KB/s,"{'current': '3.637695 KB', 'peak': '27.965820 KB'}",0.600000 %,44
encryption,0.358665 s,0.065347 KB/s,"{'current': '34.299805 KB', 'peak': '319.328125 KB'}",57.700000 %,24
decryption,2.528835 s,0.049430 KB/s,"{'current': '32.766602 KB', 'peak': '72.982422 KB'}",3.000000 %,128
decryption,2.567168 s,0.048692 KB/s,"{'current': '32.766602 KB', 'peak': '73.255859 KB'}",3.600000 %,128
encryption,0.346161 s,0.067707 KB/s,"{'current': '9.815430 KB', 'peak': '313.622070 KB'}",57.700000 %,24
decryption,2.516370 s,0.046570 KB/s,"{'current': '3.758789 KB', 'peak': '65.501953 KB'}",3.600000 %,120
encryption,0.360217 s,0.065065 KB/s,"{'current': '36.506836 KB', 'peak': '320.989258 KB'}",59.200000 %,24
decryption,2.560194 s,0.048824 KB/s,"{'current': '42.705078 KB', 'peak': '73.232422 KB'}",2.400000 %,128
encryption,0.348025 s,0.067344 KB/s,"{'current': '17.327148 KB', 'peak': '326.232422 KB'}",61.600000 %,24
decryption,2.507444 s,0.049852 KB/s,"{'current': '3.555664 KB', 'peak': '65.505859 KB'}",3.000000 %,128
encryption,0.343386 s,0.068254 KB/s,"{'current': '4.372070 KB', 'peak': '308.887695 KB'}",57.700000 %,24
decryption,2.526920 s,0.049467 KB/s,"{'current': '3.875977 KB', 'peak': '65.505859 KB'}",3.000000 %,128
encryption,1.541750 s,0.324307 KB/s,"{'current': '86.980469 KB', 'peak': '95.840820 KB'}",0.000000 %,512
decryption,2.730596 s,0.045778 KB/s,"{'current': '229.729492 KB', 'peak': '233.735352 KB'}",9.500000 %,128
encryption,0.802752 s,0.311429 KB/s,"{'current': '12.589844 KB', 'peak': '23.438477 KB'}",0.000000 %,256
encryption,0.801148 s,0.312052 KB/s,"{'current': '4.773438 KB', 'peak': '16.731445 KB'}",0.000000 %,256
encryption,0.771672 s,0.323972 KB/s,"{'current': '4.367188 KB', 'peak': '16.301758 KB'}",1.900000 %,256
encryption,0.802668 s,0.311461 KB/s,"{'current': '84.038086 KB', 'peak': '89.477539 KB'}",3.600000 %,256
decryption,2.567132 s,0.081408 KB/s,"{'current': '219.026367 KB', 'peak': '221.334961 KB'}",5.400000 %,214
encryption,0.776265 s,0.322055 KB/s,"{'current': '11.503906 KB', 'peak': '22.924805 KB'}",3.700000 %,256
decryption,2.518271 s,0.082987 KB/s,"{'current': '19.319336 KB', 'peak': '27.046875 KB'}",4.800000 %,214
encryption,0.803390 s,0.311181 KB/s,"{'current': '5.065430 KB', 'peak': '16.857422 KB'}",3.600000 %,256
decryption,2.514786 s,0.083102 KB/s,"{'current': '6.974609 KB', 'peak': '17.795898 KB'}",2.400000 %,214
encryption,0.653063 s,0.320007 KB/s,"{'current': '61.999023 KB', 'peak': '67.265625 KB'}",0.000000 %,214
encryption,0.680053 s,0.307306 KB/s,"{'current': '61.920898 KB', 'peak': '67.187500 KB'}",2.100000 %,214
encryption,0.651880 s,0.320587 KB/s,"{'current': '3.052734 KB', 'peak': '15.394531 KB'}",0.000000 %,214
encryption,0.649839 s,0.321594 KB/s,"{'current': '3.052734 KB', 'peak': '15.394531 KB'}",2.200000 %,214
encryption,0.806090 s,0.310139 KB/s,"{'current': '84.108398 KB', 'peak': '89.547852 KB'}",0.000000 %,256
decryption,2.568193 s,0.081374 KB/s,"{'current': '224.227539 KB', 'peak': '226.536133 KB'}",3.600000 %,214
encryption,0.775528 s,0.322361 KB/s,"{'current': '11.550781 KB', 'peak': '23.174805 KB'}",0.000000 %,256
encryption,0.774201 s,0.322913 KB/s,"{'current': '4.773438 KB', 'peak': '17.065430 KB'}",1.900000 %,256
encryption,1.546337 s,0.323345 KB/s,"{'current': '84.600586 KB', 'peak': '92.317383 KB'}",1.000000 %,512
decryption,2.734711 s,0.076419 KB/s,"{'current': '229.958008 KB', 'peak': '233.879883 KB'}",10.100000 %,214
encryption,1.538343 s,0.325025 KB/s,"{'current': '12.019531 KB', 'peak': '23.467773 KB'}",1.000000 %,512
encryption,1.538976 s,0.324891 KB/s,"{'current': '5.289062 KB', 'peak': '17.108398 KB'}",0.000000 %,512
encryption,0.806591 s,0.309947 KB/s,"{'current': '84.108398 KB', 'peak': '89.463867 KB'}",7.300000 %,256
decryption,2.572681 s,0.048587 KB/s,"{'current': '230.581055 KB', 'peak': '233.090820 KB'}",4.800000 %,128
encryption,0.804795 s,0.310638 KB/s,"{'current': '11.503906 KB', 'peak': '22.840820 KB'}",1.800000 %,256
decryption,2.562470 s,0.048781 KB/s,"{'current': '6.860352 KB', 'peak': '17.799805 KB'}",3.600000 %,128
encryption,0.803304 s,0.311215 KB/s,"{'current': '5.394531 KB', 'peak': '17.079102 KB'}",0.000000 %,256
decryption,2.506958 s,0.049861 KB/s,"{'current': '6.894531 KB', 'peak': '17.799805 KB'}",2.400000 %,128
encryption,2.572053 s,0.328045 KB/s,"{'current': '27.333008 KB', 'peak': '56.572266 KB'}",0.600000 %,864
decryption,2.443440 s,0.345312 KB/s,"{'current': '34.133789 KB', 'peak': '78.623047 KB'}",0.600000 %,864
encryption,2.572635 s,0.327971 KB/s,"{'current': '6.868164 KB', 'peak': '47.650391 KB'}",0.600000 %,864
decryption,2.471831 s,0.341346 KB/s,"{'current': '44.532227 KB', 'peak': '89.091797 KB'}",0.000000 %,864
decryption,2.442119 s,0.345499 KB/s,"{'current': '11.264648 KB', 'peak': '55.894531 KB'}",0.600000 %,864
encryption,2.589080 s,0.325888 KB/s,"{'current': '8.313477 KB', 'peak': '47.181641 KB'}",1.200000 %,864
decryption,2.471812 s,0.341349 KB/s,"{'current': '4.622070 KB', 'peak': '49.251953 KB'}",1.200000 %,864
encryption,1.048875 s,0.320284 KB/s,"{'current': '67.615234 KB', 'peak': '75.349609 KB'}",0.000000 %,344
decryption,2.474153 s,0.101045 KB/s,"{'current': '77.465820 KB', 'peak': '83.136719 KB'}",0.600000 %,256
decryption,2.468041 s,0.101295 KB/s,"{'current': '2.915039 KB', 'peak': '13.702148 KB'}",0.000000 %,256
decryption,2.469394 s,0.101239 KB/s,"{'current': '3.758789 KB', 'peak': '13.452148 KB'}",0.600000 %,256
encryption,1.052209 s,0.319269 KB/s,"{'current': '68.176758 KB', 'peak': '75.864258 KB'}",1.400000 %,344
decryption,2.444626 s,0.102265 KB/s,"{'current': '67.412109 KB', 'peak': '72.974609 KB'}",1.200000 %,256
decryption,2.468976 s,0.101257 KB/s,"{'current': '3.008789 KB', 'peak': '13.452148 KB'}",0.600000 %,256
decryption,2.468930 s,0.101258 KB/s,"{'current': '2.708008 KB', 'peak': '13.452148 KB'}",0.000000 %,256
encryption,0.775573 s,0.322342 KB/s,"{'current': '67.442383 KB', 'peak': '73.644531 KB'}",0.000000 %,256
decryption,2.566231 s,0.097419 KB/s,"{'current': '264.178711 KB', 'peak': '266.625000 KB'}",4.800000 %,256
encryption,0.804842 s,0.310620 KB/s,"{'current': '6.756836 KB', 'peak': '18.659180 KB'}",0.000000 %,256
decryption,2.510197 s,0.099594 KB/s,"{'current': '15.086914 KB', 'peak': '22.359375 KB'}",3.700000 %,256
encryption,0.805813 s,0.310246 KB/s,"{'current': '3.148438 KB', 'peak': '15.476562 KB'}",1.800000 %,256
decryption,2.524102 s,0.099045 KB/s,"{'current': '15.082031 KB', 'peak': '22.393555 KB'}",3.000000 %,256
encryption,0.802209 s,0.311640 KB/s,"{'current': '61.961914 KB', 'peak': '68.031250 KB'}",0.000000 %,256
decryption,2.566512 s,0.097408 KB/s,"{'current': '261.340820 KB', 'peak': '263.740234 KB'}",3.600000 %,256
encryption,0.801436 s,0.311940 KB/s,"{'current': '6.464844 KB', 'peak': '18.367188 KB'}",1.800000 %,256
decryption,2.503149 s,0.099874 KB/s,"{'current': '7.625977 KB', 'peak': '17.963867 KB'}",2.400000 %,256
encryption,0.773299 s,0.323290 KB/s,"{'current': '3.273438 KB', 'peak': '15.601562 KB'}",0.000000 %,256
decryption,2.501557 s,0.099938 KB/s,"{'current': '13.515625 KB', 'peak': '20.459961 KB'}",1.800000 %,256
encryption,0.419742 s,0.297802 KB/s,"{'current': '61.563477 KB', 'peak': '66.300781 KB'}",0.000000 %,128
decryption,2.567160 s,0.048692 KB/s,"{'current': '263.904297 KB', 'peak': '266.225586 KB'}",4.200000 %,128
encryption,0.418395 s,0.298761 KB/s,"{'current': '5.468750 KB', 'peak': '17.929688 KB'}",3.200000 %,128
decryption,2.536179 s,0.049287 KB/s,"{'current': '7.708008 KB', 'peak': '17.963867 KB'}",1.800000 %,128
encryption,0.389541 s,0.320891 KB/s,"{'current': '2.960938 KB', 'peak': '15.164062 KB'}",0.000000 %,128
decryption,2.541035 s,0.049193 KB/s,"{'current': '6.985352 KB', 'peak': '18.213867 KB'}",3.000000 %,128
encryption,0.653802 s,0.319645 KB/s,"{'current': '69.487305 KB', 'peak': '77.569336 KB'}",0.000000 %,214
decryption,2.565118 s,0.081472 KB/s,"{'current': '274.280273 KB', 'peak': '276.755859 KB'}",3.600000 %,214
encryption,0.673725 s,0.310192 KB/s,"{'current': '6.162109 KB', 'peak': '18.785156 KB'}",0.000000 %,214
decryption,2.528024 s,0.082667 KB/s,"{'current': '15.252930 KB', 'peak': '22.525391 KB'}",2.400000 %,214
encryption,0.649106 s,0.321957 KB/s,"{'current': '3.177734 KB', 'peak': '16.019531 KB'}",0.000000 %,214
decryption,2.530616 s,0.082582 KB/s,"{'current': '7.358398 KB', 'peak': '17.963867 KB'}",2.400000 %,214
encryption,1.538169 s,0.325062 KB/s,"{'current': '62.157227 KB', 'peak': '70.753906 KB'}",0.000000 %,512
decryption,2.556438 s,0.195585 KB/s,"{'current': '273.932617 KB', 'peak': '276.726562 KB'}",3.000000 %,512
encryption,1.537862 s,0.325127 KB/s,"{'current': '13.820312 KB', 'peak': '25.402344 KB'}",1.000000 %,512
decryption,2.533220 s,0.197377 KB/s,"{'current': '7.711914 KB', 'peak': '17.963867 KB'}",2.400000 %,512
encryption,1.542431 s,0.324164 KB/s,"{'current': '3.523438 KB', 'peak': '16.128906 KB'}",1.000000 %,512
decryption,2.538320 s,0.196981 KB/s,"{'current': '12.288086 KB', 'peak': '19.724609 KB'}",3.600000 %,512
encryption,0.392045 s,0.059783 KB/s,"{'current': '36.377930 KB', 'peak': '320.767578 KB'}",51.700000 %,24
decryption,2.559749 s,0.081643 KB/s,"{'current': '32.338867 KB', 'peak': '72.732422 KB'}",1.800000 %,214
encryption,0.344426 s,0.068048 KB/s,"{'current': '10.995117 KB', 'peak': '314.625977 KB'}",57.600000 %,24
decryption,2.557430 s,0.081717 KB/s,"{'current': '3.827148 KB', 'peak': '65.751953 KB'}",3.000000 %,214
encryption,0.373918 s,0.062681 KB/s,"{'current': '15.520508 KB', 'peak': '325.036133 KB'}",53.600000 %,24
decryption,2.541043 s,0.082244 KB/s,"{'current': '2.948242 KB', 'peak': '65.505859 KB'}",3.000000 %,214
encryption,0.352665 s,0.066458 KB/s,"{'current': '4.622070 KB', 'peak': '309.720703 KB'}",57.700000 %,24
decryption,2.532883 s,0.082509 KB/s,"{'current': '4.387695 KB', 'peak': '65.505859 KB'}",3.600000 %,214
encryption,0.341084 s,0.068715 KB/s,"{'current': '4.184570 KB', 'peak': '308.971680 KB'}",57.700000 %,24
decryption,2.534578 s,0.082453 KB/s,"{'current': '3.112305 KB', 'peak': '65.505859 KB'}",2.400000 %,214
encryption,0.354259 s,0.066159 KB/s,"{'current': '36.127930 KB', 'peak': '320.059570 KB'}",57.700000 %,24
decryption,2.506238 s,0.099751 KB/s,"{'current': '43.325195 KB', 'peak': '73.694336 KB'}",3.000000 %,256
encryption,0.338096 s,0.069322 KB/s,"{'current': '10.995117 KB', 'peak': '314.667969 KB'}",59.900000 %,24
decryption,2.513085 s,0.099479 KB/s,"{'current': '4.282227 KB', 'peak': '65.505859 KB'}",3.000000 %,256
encryption,0.344222 s,0.068088 KB/s,"{'current': '4.622070 KB', 'peak': '309.762695 KB'}",59.900000 %,24
decryption,2.486183 s,0.100556 KB/s,"{'current': '4.083008 KB', 'peak': '65.755859 KB'}",4.900000 %,256
encryption,0.354880 s,0.066043 KB/s,"{'current': '36.307617 KB', 'peak': '320.265625 KB'}",55.500000 %,24
decryption,2.488517 s,0.200923 KB/s,"{'current': '43.575195 KB', 'peak': '73.701172 KB'}",2.500000 %,512
encryption,0.344599 s,0.068014 KB/s,"{'current': '10.995117 KB', 'peak': '314.943359 KB'}",57.700000 %,24
decryption,2.512175 s,0.199031 KB/s,"{'current': '7.633789 KB', 'peak': '69.261719 KB'}",3.600000 %,512
encryption,0.372375 s,0.062941 KB/s,"{'current': '4.622070 KB', 'peak': '310.041016 KB'}",55.500000 %,24
decryption,2.483396 s,0.201337 KB/s,"{'current': '3.911133 KB', 'peak': '65.505859 KB'}",2.500000 %,512
encryption,0.387405 s,0.060499 KB/s,"{'current': '36.127930 KB', 'peak': '321.180664 KB'}",51.700000 %,24
decryption,2.533549 s,0.333031 KB/s,"{'current': '32.973633 KB', 'peak': '73.232422 KB'}",2.400000 %,864
